frame,n_detections,classes,weather
230,3,traffic light|car|car,ClearNoon
231,3,traffic light|car|car,ClearNoon
232,3,traffic light|car|car,ClearNoon
233,3,traffic light|car|car,ClearNoon
234,3,traffic light|car|car,ClearNoon
235,3,traffic light|car|car,ClearNoon
236,4,traffic light|car|car|traffic light,ClearNoon
237,3,traffic light|car|car,ClearNoon
238,3,traffic light|car|car,ClearNoon
239,4,traffic light|car|car|car,ClearNoon
240,3,traffic light|car|car,ClearNoon
241,3,traffic light|car|car,ClearNoon
242,3,traffic light|car|car,ClearNoon
243,4,traffic light|car|car|traffic light,ClearNoon
244,4,traffic light|car|car|traffic light,ClearNoon
245,3,traffic light|car|car,ClearNoon
246,3,traffic light|car|car,ClearNoon
247,3,traffic light|car|car,ClearNoon
248,3,traffic light|car|car,ClearNoon
249,3,traffic light|car|car,ClearNoon
250,3,traffic light|car|car,ClearNoon
251,3,traffic light|car|car,ClearNoon
252,3,traffic light|car|car,ClearNoon
253,3,traffic light|car|car,ClearNoon
254,3,traffic light|car|car,ClearNoon
255,3,traffic light|car|car,ClearNoon
256,3,traffic light|car|car,ClearNoon
257,3,traffic light|car|car,ClearNoon
258,3,traffic light|car|car,ClearNoon
259,3,traffic light|car|car,ClearNoon
260,3,traffic light|car|car,ClearNoon
261,3,traffic light|car|car,ClearNoon
262,3,traffic light|car|car,ClearNoon
263,3,traffic light|car|car,ClearNoon
264,3,traffic light|car|car,ClearNoon
265,3,traffic light|car|car,ClearNoon
266,3,traffic light|car|car,ClearNoon
267,3,traffic light|car|car,ClearNoon
268,4,traffic light|car|car|car,ClearNoon
269,3,traffic light|car|car,ClearNoon
270,3,traffic light|car|car,ClearNoon
271,3,traffic light|car|car,ClearNoon
272,3,traffic light|car|car,ClearNoon
273,3,traffic light|car|car,ClearNoon
274,3,traffic light|car|car,ClearNoon
275,3,traffic light|car|car,ClearNoon
276,4,traffic light|car|car|car,ClearNoon
277,4,traffic light|car|car|car,ClearNoon
278,4,traffic light|car|car|car,ClearNoon
279,4,car|traffic light|car|car,ClearNoon
280,4,car|traffic light|car|car,ClearNoon
281,5,car|traffic light|car|car|car,ClearNoon
282,4,car|traffic light|car|car,ClearNoon
283,4,car|traffic light|car|car,ClearNoon
284,4,car|traffic light|car|car,ClearNoon
285,4,car|traffic light|car|car,ClearNoon
286,4,car|traffic light|car|car,ClearNoon
287,4,car|traffic light|car|car,ClearNoon
288,4,car|traffic light|car|car,ClearNoon
289,4,car|traffic light|car|car,ClearNoon
290,4,car|traffic light|car|car,ClearNoon
291,4,car|traffic light|car|car,ClearNoon
292,4,car|traffic light|car|car,ClearNoon
293,4,car|traffic light|car|car,ClearNoon
294,4,car|traffic light|car|car,ClearNoon
295,4,traffic light|car|car|car,ClearNoon
296,4,traffic light|car|car|car,ClearNoon
297,6,traffic light|car|car|car|car|truck,ClearNoon
298,4,car|traffic light|car|car,ClearNoon
299,4,traffic light|car|car|car,ClearNoon
300,4,car|traffic light|car|car,ClearNoon
301,4,car|traffic light|car|car,ClearNoon
302,4,car|traffic light|car|car,ClearNoon
303,4,car|traffic light|car|car,ClearNoon
304,4,car|traffic light|car|car,ClearNoon
305,4,traffic light|car|car|car,ClearNoon
306,5,car|traffic light|car|car|traffic light,ClearNoon
307,4,car|traffic light|car|car,ClearNoon
308,5,car|traffic light|car|car|car,ClearNoon
309,4,car|traffic light|car|car,ClearNoon
310,4,car|traffic light|car|car,ClearNoon
311,4,car|traffic light|car|car,ClearNoon
312,5,car|traffic light|car|car|traffic light,ClearNoon
313,5,car|traffic light|car|car|traffic light,ClearNoon
314,5,car|traffic light|car|car|traffic light,ClearNoon
315,4,car|traffic light|car|car,ClearNoon
316,6,car|traffic light|car|car|traffic light|traffic light,ClearNoon
317,5,car|traffic light|car|car|traffic light,ClearNoon
318,5,car|traffic light|car|car|car,ClearNoon
319,5,car|traffic light|car|car|car,ClearNoon
320,4,car|traffic light|car|car,ClearNoon
321,5,car|traffic light|car|car|car,ClearNoon
322,4,car|traffic light|car|car,ClearNoon
323,5,car|traffic light|car|car|traffic light,ClearNoon
324,5,car|traffic light|car|car|traffic light,ClearNoon
325,4,car|traffic light|car|car,ClearNoon
326,4,car|traffic light|car|car,ClearNoon
327,4,car|traffic light|car|car,ClearNoon
328,4,car|traffic light|car|car,ClearNoon
329,4,car|traffic light|car|car,ClearNoon
330,4,car|traffic light|car|car,ClearNoon
331,4,car|traffic light|car|car,ClearNoon
332,4,car|traffic light|car|car,ClearNoon
333,4,car|traffic light|car|car,ClearNoon
334,4,car|traffic light|car|car,ClearNoon
335,4,car|traffic light|car|car,ClearNoon
336,5,car|traffic light|car|car|car,ClearNoon
337,6,car|traffic light|car|car|car|car,ClearNoon
338,6,car|traffic light|car|car|car|car,ClearNoon
339,5,car|traffic light|car|car|car,ClearNoon
340,5,car|traffic light|car|car|car,ClearNoon
341,5,car|traffic light|car|car|car,ClearNoon
342,5,car|car|traffic light|car|car,ClearNoon
343,5,car|car|traffic light|car|car,ClearNoon
344,6,car|car|traffic light|car|car|car,ClearNoon
345,5,car|traffic light|car|car|car,ClearNoon
346,6,car|traffic light|car|car|car|traffic light,ClearNoon
347,6,car|traffic light|car|car|car|traffic light,ClearNoon
348,6,car|traffic light|car|car|car|car,ClearNoon
349,5,car|car|traffic light|car|car,ClearNoon
350,5,car|car|traffic light|car|car,ClearNoon
351,5,car|car|traffic light|car|car,ClearNoon
352,5,car|car|traffic light|car|car,ClearNoon
353,5,car|traffic light|car|car|car,ClearNoon
354,5,car|traffic light|car|car|car,ClearNoon
355,5,car|traffic light|car|car|car,ClearNoon
356,7,car|traffic light|car|car|car|truck|traffic light,ClearNoon
357,5,car|traffic light|car|car|car,ClearNoon
358,6,car|traffic light|car|car|car|truck,ClearNoon
359,7,car|traffic light|car|car|car|truck|car,ClearNoon
360,5,car|traffic light|car|car|car,ClearNoon
361,5,car|traffic light|car|car|car,ClearNoon
362,5,car|traffic light|car|car|car,ClearNoon
363,6,car|traffic light|car|car|car|traffic light,ClearNoon
364,6,car|traffic light|car|car|car|truck,ClearNoon
365,6,car|traffic light|car|car|car|truck,ClearNoon
366,6,car|traffic light|car|car|car|truck,ClearNoon
367,6,car|traffic light|car|car|car|truck,ClearNoon
368,6,car|traffic light|car|car|car|truck,ClearNoon
369,5,car|traffic light|car|car|car,ClearNoon
370,5,car|traffic light|car|car|car,ClearNoon
371,5,car|traffic light|car|car|car,ClearNoon
372,5,car|traffic light|car|car|car,ClearNoon
373,5,car|traffic light|car|car|car,ClearNoon
374,6,car|traffic light|car|car|car|traffic light,ClearNoon
375,5,car|traffic light|car|car|car,ClearNoon
376,6,car|traffic light|car|car|car|truck,ClearNoon
377,6,car|traffic light|car|car|car|traffic light,ClearNoon
378,6,car|traffic light|car|car|car|traffic light,ClearNoon
379,8,car|traffic light|truck|car|car|traffic light|car|traffic light,ClearNoon
380,6,car|traffic light|car|car|truck|car,ClearNoon
381,6,car|traffic light|car|car|truck|car,ClearNoon
382,6,car|traffic light|car|car|truck|car,ClearNoon
383,6,car|car|traffic light|car|truck|car,ClearNoon
384,6,car|traffic light|car|car|truck|car,ClearNoon
385,5,car|traffic light|car|car|truck,ClearNoon
386,6,car|traffic light|car|car|traffic light|truck,ClearNoon
387,6,car|traffic light|car|car|traffic light|car,ClearNoon
388,7,car|traffic light|car|truck|car|car|traffic light,ClearNoon
389,5,car|traffic light|car|car|traffic light,ClearNoon
390,6,car|traffic light|truck|car|car|traffic light,ClearNoon
391,5,car|traffic light|car|truck|car,ClearNoon
392,5,car|traffic light|car|car|truck,ClearNoon
393,6,car|traffic light|car|truck|car|car,ClearNoon
394,4,car|traffic light|truck|car,ClearNoon
395,6,car|traffic light|truck|car|car|car,ClearNoon
396,7,car|traffic light|car|car|bus|truck|traffic light,ClearNoon
397,6,car|traffic light|car|car|car|truck,ClearNoon
398,6,car|traffic light|truck|car|car|bus,ClearNoon
399,5,car|traffic light|car|truck|car,ClearNoon
400,6,car|traffic light|car|truck|car|car,ClearNoon
401,7,car|traffic light|car|car|truck|car|car,ClearNoon
402,6,car|traffic light|car|car|truck|bus,ClearNoon
403,7,car|traffic light|car|car|car|truck|traffic light,ClearNoon
404,6,traffic light|car|car|car|truck|traffic light,ClearNoon
405,6,traffic light|car|car|car|truck|car,ClearNoon
406,4,traffic light|car|car|truck,ClearNoon
407,4,traffic light|truck|car|car,ClearNoon
408,5,traffic light|car|car|truck|car,ClearNoon
409,5,traffic light|car|truck|car|car,ClearNoon
410,5,traffic light|car|car|truck|car,ClearNoon
411,5,traffic light|truck|car|car|car,ClearNoon
412,5,traffic light|car|truck|car|car,ClearNoon
413,5,traffic light|truck|car|car|car,ClearNoon
414,5,traffic light|truck|car|car|car,ClearNoon
415,6,traffic light|car|car|truck|car|bus,ClearNoon
416,6,traffic light|truck|car|car|bus|car,ClearNoon
417,5,car|traffic light|car|car|car,ClearNoon
418,6,traffic light|bus|car|car|car|truck,ClearNoon
419,6,traffic light|bus|car|car|car|truck,ClearNoon
420,5,traffic light|truck|car|car|car,ClearNoon
421,5,traffic light|truck|car|car|car,ClearNoon
422,4,traffic light|truck|car|car,ClearNoon
423,5,traffic light|truck|car|car|car,ClearNoon
424,4,traffic light|truck|car|car,ClearNoon
425,4,traffic light|car|truck|car,ClearNoon
426,5,traffic light|car|car|truck|car,ClearNoon
427,4,traffic light|car|car|truck,ClearNoon
428,4,traffic light|car|car|car,ClearNoon
429,5,traffic light|car|car|car|truck,ClearNoon
430,5,traffic light|car|truck|car|car,ClearNoon
431,3,traffic light|car|car,ClearNoon
432,5,traffic light|car|car|truck|car,ClearNoon
433,5,traffic light|car|car|car|truck,ClearNoon
434,5,traffic light|car|car|truck|car,ClearNoon
435,5,traffic light|car|car|car|truck,ClearNoon
436,6,traffic light|car|car|truck|car|traffic light,ClearNoon
437,3,traffic light|car|car,ClearNoon
438,4,traffic light|truck|car|car,ClearNoon
439,5,traffic light|truck|car|car|car,ClearNoon
440,4,traffic light|truck|car|car,ClearNoon
441,5,traffic light|truck|car|car|car,ClearNoon
442,4,traffic light|truck|car|car,ClearNoon
443,5,traffic light|truck|car|car|traffic light,ClearNoon
444,4,traffic light|truck|car|car,ClearNoon
445,4,traffic light|truck|car|car,ClearNoon
446,5,traffic light|truck|car|car|bus,ClearNoon
447,4,traffic light|truck|car|car,ClearNoon
448,4,truck|traffic light|car|car,ClearNoon
449,4,traffic light|car|truck|car,ClearNoon
450,4,traffic light|car|car|truck,ClearNoon
451,4,traffic light|truck|car|car,ClearNoon
452,4,traffic light|truck|car|car,ClearNoon
453,4,traffic light|car|truck|car,ClearNoon
454,4,traffic light|truck|car|car,ClearNoon
455,4,traffic light|car|truck|car,ClearNoon
456,4,traffic light|truck|car|car,ClearNoon
457,4,traffic light|car|truck|car,ClearNoon
458,4,traffic light|car|car|truck,ClearNoon
459,4,traffic light|car|truck|car,ClearNoon
460,4,traffic light|truck|car|car,ClearNoon
461,4,traffic light|car|truck|car,ClearNoon
462,2,traffic light|car,ClearNoon
463,2,traffic light|car,ClearNoon
464,2,traffic light|car,ClearNoon
465,2,traffic light|car,ClearNoon
466,2,traffic light|car,ClearNoon
467,3,traffic light|car|traffic light,ClearNoon
468,4,traffic light|car|car|car,ClearNoon
469,4,traffic light|car|truck|car,ClearNoon
470,3,traffic light|car|truck,ClearNoon
471,4,traffic light|truck|car|car,ClearNoon
472,3,traffic light|truck|car,ClearNoon
473,3,traffic light|car|truck,ClearNoon
474,3,traffic light|car|truck,ClearNoon
475,3,traffic light|car|truck,ClearNoon
476,4,traffic light|truck|bus|traffic light,ClearNoon
477,3,traffic light|truck|car,ClearNoon
478,2,traffic light|truck,ClearNoon
479,2,traffic light|truck,ClearNoon
480,3,traffic light|truck|car,ClearNoon
481,3,traffic light|truck|bus,ClearNoon
482,2,traffic light|truck,ClearNoon
483,3,traffic light|truck|traffic light,ClearNoon
484,3,traffic light|bus|truck,ClearNoon
485,4,traffic light|truck|bus|car,ClearNoon
486,1,traffic light,ClearNoon
487,2,traffic light|truck,ClearNoon
488,3,traffic light|truck|car,ClearNoon
489,3,traffic light|truck|car,ClearNoon
490,3,traffic light|car|car,ClearNoon
491,4,traffic light|car|car|car,ClearNoon
492,3,traffic light|car|car,ClearNoon
493,3,traffic light|car|car,ClearNoon
494,3,traffic light|car|car,ClearNoon
495,3,traffic light|car|car,ClearNoon
496,4,traffic light|car|car|car,ClearNoon
497,3,traffic light|car|car,ClearNoon
498,3,traffic light|car|car,ClearNoon
499,5,traffic light|car|truck|car|car,ClearNoon
500,4,traffic light|car|car|car,ClearNoon
501,3,traffic light|car|car,ClearNoon
502,3,traffic light|car|car,ClearNoon
503,3,traffic light|car|car,ClearNoon
504,3,traffic light|car|car,ClearNoon
505,3,traffic light|car|car,ClearNoon
506,3,traffic light|car|car,ClearNoon
507,3,traffic light|car|car,ClearNoon
508,4,traffic light|car|car|car,ClearNoon
509,3,traffic light|car|car,ClearNoon
510,3,traffic light|car|car,ClearNoon
511,3,traffic light|car|car,ClearNoon
512,3,traffic light|car|car,ClearNoon
513,3,traffic light|car|car,ClearNoon
514,3,traffic light|car|car,ClearNoon
515,3,traffic light|car|car,ClearNoon
516,4,traffic light|car|car|traffic light,ClearNoon
517,3,traffic light|car|car,ClearNoon
518,3,traffic light|car|car,ClearNoon
519,4,traffic light|car|car|car,ClearNoon
520,3,traffic light|car|car,ClearNoon
521,3,traffic light|car|car,ClearNoon
522,3,traffic light|car|car,ClearNoon
523,4,traffic light|car|car|traffic light,ClearNoon
524,3,traffic light|car|car,ClearNoon
525,3,traffic light|car|car,ClearNoon
526,3,traffic light|car|car,ClearNoon
527,3,traffic light|car|car,ClearNoon
528,3,traffic light|car|car,ClearNoon
529,3,traffic light|car|car,ClearNoon
530,3,traffic light|car|car,ClearNoon
531,3,traffic light|car|car,ClearNoon
532,3,traffic light|car|car,ClearNoon
533,3,traffic light|car|car,ClearNoon
534,3,traffic light|car|car,ClearNoon
535,3,traffic light|car|car,ClearNoon
536,3,traffic light|car|car,ClearNoon
537,3,traffic light|car|car,ClearNoon
538,3,traffic light|car|car,ClearNoon
539,3,traffic light|car|car,ClearNoon
540,3,traffic light|car|car,ClearNoon
541,3,traffic light|car|car,ClearNoon
542,3,traffic light|car|car,ClearNoon
543,3,traffic light|car|car,ClearNoon
544,3,traffic light|car|car,ClearNoon
545,4,traffic light|car|car|car,ClearNoon
546,3,traffic light|car|car,ClearNoon
547,3,traffic light|car|car,ClearNoon
548,4,traffic light|car|car|car,ClearNoon
549,3,traffic light|car|car,ClearNoon
550,4,traffic light|car|car|car,ClearNoon
551,4,traffic light|car|car|car,ClearNoon
552,3,traffic light|car|car,ClearNoon
553,4,traffic light|car|car|car,ClearNoon
554,4,traffic light|car|car|car,ClearNoon
555,3,traffic light|car|car,ClearNoon
556,2,traffic light|car,ClearNoon
557,3,traffic light|car|car,ClearNoon
558,3,traffic light|traffic light|car,ClearNoon
559,2,traffic light|traffic light,ClearNoon
560,3,traffic light|car|car,ClearNoon
561,3,traffic light|traffic light|traffic light,ClearNoon
562,2,car|traffic light,ClearNoon
563,2,car|car,ClearNoon
564,2,car|car,ClearNoon
565,2,car|car,ClearNoon
566,3,car|car|traffic light,ClearNoon
567,3,traffic light|car|car,ClearNoon
568,6,traffic light|car|car|person|car|person,ClearNoon
569,5,traffic light|car|car|person|car,ClearNoon
570,5,car|car|person|traffic light|person,ClearNoon
571,1,car,ClearNoon
572,3,traffic light|traffic light|car,ClearNoon
573,2,traffic light|car,ClearNoon
574,2,car|traffic light,ClearNoon
575,0,,ClearNoon
576,1,traffic light,ClearNoon
577,3,traffic light|traffic light|traffic light,ClearNoon
578,3,traffic light|car|traffic light,ClearNoon
579,3,traffic light|car|traffic light,ClearNoon
580,1,car,ClearNoon
581,3,traffic light|car|traffic light,ClearNoon
582,3,traffic light|car|traffic light,ClearNoon
583,4,traffic light|traffic light|car|traffic light,ClearNoon
584,2,car|traffic light,ClearNoon
585,3,traffic light|traffic light|traffic light,ClearNoon
586,3,traffic light|car|traffic light,ClearNoon
587,3,car|traffic light|traffic light,ClearNoon
588,3,traffic light|car|traffic light,ClearNoon
589,2,car|traffic light,ClearNoon
590,2,traffic light|car,ClearNoon
591,4,traffic light|car|traffic light|traffic light,ClearNoon
592,2,car|traffic light,ClearNoon
593,3,car|traffic light|traffic light,ClearNoon
594,5,traffic light|car|traffic light|traffic light|traffic light,ClearNoon
595,5,car|traffic light|traffic light|traffic light|traffic light,ClearNoon
596,3,car|traffic light|traffic light,ClearNoon
597,3,traffic light|traffic light|car,ClearNoon
598,2,traffic light|car,ClearNoon
599,4,traffic light|traffic light|traffic light|car,ClearNoon
